escenario,minuto,hora,es_hora_pico,nb_conductores,velocidad_media_kmh,pct_ruta_directa,pct_reroutean,pct_metro,modal_shift_acum,nb_restringidos_placa,directo_nse_alto,directo_nse_medio,directo_nse_bajo,metro_nse_alto,metro_nse_medio,metro_nse_bajo,rerouta_nse_alto,rerouta_nse_medio,rerouta_nse_bajo,archivo_fuente,recaudacion_acum_usd,recaud_auto,recaud_suv,recaud_carga,pagos_auto,pagos_suv,pagos_carga,hora_decimal,directo_nse_bajo_corr,metro_nse_bajo_corr,rerouta_nse_bajo_corr,pct_metro_bajo_corr,flujo_poligono,flujo_externo,pct_pagan,flujo_poligono_hora,flujo_externo_hora,total_nse_alto,total_nse_medio,total_nse_bajo,metro_share_nse_alto,metro_share_nse_medio,metro_share_nse_bajo,gini_modal_metro,tarifa_vigente_usd
EB,780,13:00,False,1114,31.0,91.6,8.3,0.2,29865,248,148,449,423,1,0,1,8,41,43,EB_metricas.csv,6205.75,3703.75,1476.0,1026.0,1533,492,342,13.0,376,1,43,0.2380952380952381,1020,92,91.6,4080,368,157,490,467,0.006369426751592357,0.0,0.0021413276231263384,0.49893162393162394,0.0
EB,795,13:15,False,1114,31.6,90.9,8.7,0.4,30075,248,141,449,423,3,0,1,13,41,43,EB_metricas.csv,6230.75,3713.75,1482.0,1035.0,1538,494,345,13.25,376,1,43,0.2380952380952381,1013,97,90.9,4052,388,157,490,467,0.01910828025477707,0.0,0.0021413276231263384,0.5994865211810012,0.0
EB,810,13:30,False,1114,30.9,91.6,8.3,0.2,30362,248,147,449,424,2,0,0,8,41,43,EB_metricas.csv,6259.75,3727.75,1491.0,1041.0,1545,497,347,13.5,377,0,43,0.0,1020,92,91.6,4080,368,157,490,467,0.012738853503184714,0.0,0.0,0.6666666666666666,0.0
EB,825,13:45,False,1114,31.3,91.3,8.3,0.4,30640,248,144,449,424,4,0,0,9,41,43,EB_metricas.csv,6304.75,3739.75,1506.0,1059.0,1551,502,353,13.75,377,0,43,0.0,1017,93,91.3,4068,372,157,490,467,0.025477707006369428,0.0,0.0,0.6666666666666666,0.0
EB,840,14:00,False,1114,30.3,91.3,8.5,0.2,30918,248,145,448,424,1,1,0,11,41,43,EB_metricas.csv,6355.75,3757.75,1524.0,1074.0,1560,508,358,14.0,377,0,43,0.0,1017,95,91.3,4068,380,157,490,467,0.006369426751592357,0.0020408163265306124,0.0,0.5048943843379701,0.0
EB,855,14:15,False,1114,31.6,91.5,8.4,0.1,31210,248,146,449,424,1,0,0,10,41,43,EB_metricas.csv,6416.75,3773.75,1551.0,1092.0,1568,517,364,14.25,377,0,43,0.0,1019,94,91.5,4076,376,157,490,467,0.006369426751592357,0.0,0.0,0.6666666666666666,0.0
EB,870,14:30,False,1114,30.7,91.1,8.3,0.5,31470,248,144,448,423,5,0,1,8,42,43,EB_metricas.csv,6448.75,3787.75,1563.0,1098.0,1575,521,366,14.5,376,1,43,0.2380952380952381,1015,93,91.1,4060,372,157,490,467,0.03184713375796178,0.0,0.0021413276231263384,0.624665596575709,0.0
EB,885,14:45,False,1114,30.9,91.4,8.3,0.3,31751,248,146,449,423,2,0,1,9,41,43,EB_metricas.csv,6492.75,3801.75,1575.0,1116.0,1582,525,372,14.75,376,1,43,0.2380952380952381,1018,93,91.4,4072,372,157,490,467,0.012738853503184714,0.0,0.0021413276231263384,0.5707302169263673,0.0
EB,900,15:00,False,1114,30.8,91.5,8.5,0.0,32055,248,148,448,423,0,0,0,9,42,44,EB_metricas.csv,6538.75,3817.75,1587.0,1134.0,1590,529,378,15.0,376,0,44,0.0,1019,95,91.5,4076,380,157,490,467,0.0,0.0,0.0,0.0,0.0
EB,915,15:15,False,1114,31.2,90.4,9.1,0.5,32347,248,137,447,423,4,2,0,16,41,44,EB_metricas.csv,6585.75,3831.75,1605.0,1149.0,1597,535,383,15.25,376,0,44,0.0,1007,101,90.4,4028,404,157,490,467,0.025477707006369428,0.004081632653061225,0.0,0.5746115508648489,0.0
EB,930,15:30,False,1114,31.2,91.5,8.4,0.1,32638,248,146,449,424,1,0,0,10,41,43,EB_metricas.csv,6626.75,3845.75,1614.0,1167.0,1604,538,389,15.5,377,0,43,0.0,1019,94,91.5,4076,376,157,490,467,0.006369426751592357,0.0,0.0,0.6666666666666666,0.0
EB,945,15:45,False,1114,31.3,91.3,8.4,0.3,32837,248,145,449,423,3,0,0,9,41,44,EB_metricas.csv,6670.75,3859.75,1626.0,1185.0,1611,542,395,15.75,376,0,44,0.0,1017,94,91.3,4068,376,157,490,467,0.01910828025477707,0.0,0.0,0.6666666666666666,0.0
EB,960,16:00,False,1114,32.0,91.4,8.3,0.3,33093,248,145,449,424,3,0,0,9,41,43,EB_metricas.csv,6724.75,3865.75,1650.0,1209.0,1614,550,403,16.0,377,0,43,0.0,1018,93,91.4,4072,372,157,490,467,0.01910828025477707,0.0,0.0,0.6666666666666666,0.0
EB,975,16:15,False,1114,31.5,91.7,8.3,0.0,33289,248,149,449,423,0,0,0,8,41,44,EB_metricas.csv,6764.75,3875.75,1668.0,1221.0,1619,556,407,16.25,376,0,44,0.0,1021,93,91.7,4084,372,157,490,467,0.0,0.0,0.0,0.0,0.0
EB,990,16:30,False,1114,31.6,91.3,8.6,0.1,33548,248,145,449,423,1,0,0,11,41,44,EB_metricas.csv,6828.75,3891.75,1683.0,1254.0,1627,561,418,16.5,376,0,44,0.0,1017,96,91.3,4068,384,157,490,467,0.006369426751592357,0.0,0.0,0.6666666666666666,0.0
EB,1005,16:45,False,1114,31.9,91.3,8.5,0.2,33822,248,145,449,423,2,0,0,10,41,44,EB_metricas.csv,6883.75,3901.75,1701.0,1281.0,1632,567,427,16.75,376,0,44,0.0,1017,95,91.3,4068,380,157,490,467,0.012738853503184714,0.0,0.0,0.6666666666666666,0.0
EB,1020,17:00,True,1114,31.1,91.5,8.3,0.3,34107,248,146,449,424,3,0,0,8,41,43,EB_metricas.csv,6940.75,3919.75,1725.0,1296.0,1641,575,432,17.0,377,0,43,0.0,1019,92,91.5,4076,368,157,490,467,0.01910828025477707,0.0,0.0,0.6666666666666666,0.0
EB,1035,17:15,True,1181,31.7,69.3,15.6,15.1,35395,264,135,367,317,22,72,84,9,72,103,EB_metricas.csv,8038.63,4321.25,2042.63,1674.75,2223,891,803,17.25,267,84,103,18.502202643171806,819,184,69.3,3276,736,166,511,504,0.13253012048192772,0.14090019569471623,0.16666666666666666,0.05171064184412991,1.0
EB,1050,17:30,True,1249,31.2,68.4,15.9,15.7,37195,275,143,375,336,20,74,102,12,87,100,EB_metricas.csv,9062.63,4604.25,2412.75,2045.63,2419,1058,971,17.5,282,102,100,21.074380165289256,854,199,68.4,3416,796,175,536,538,0.11428571428571428,0.13805970149253732,0.1895910780669145,0.11359907261182745,1.75
EB,1065,17:45,True,1316,30.7,67.4,17.9,14.7,38995,292,145,371,371,16,87,90,24,107,105,EB_metricas.csv,9608.38,4883.0,2538.75,2186.63,2545,1100,1018,17.75,314,90,105,17.68172888015717,887,236,67.4,3548,944,185,565,566,0.08648648648648649,0.15398230088495576,0.15901060070671377,0.12103104921821946,2.5
EB,1080,18:00,True,1384,31.9,68.4,17.3,14.3,40795,305,151,415,381,21,76,101,26,101,112,EB_metricas.csv,9889.38,5164.0,2538.75,2186.63,2642,1100,1018,18.0,322,101,112,18.878504672897193,947,239,68.4,3788,956,198,592,594,0.10606060606060606,0.12837837837837837,0.17003367003367004,0.10544275081088166,3.0
EB,1095,18:15,True,1451,30.4,65.9,18.2,15.9,42595,317,145,421,390,34,87,110,28,114,122,EB_metricas.csv,10204.38,5479.0,2538.75,2186.63,2747,1100,1018,18.25,328,110,122,19.642857142857142,956,264,65.9,3824,1056,207,622,622,0.1642512077294686,0.13987138263665594,0.17684887459807075,0.05125389571592365,3.0
EB,1110,18:30,True,1519,30.6,65.4,19.6,15.0,44395,328,150,426,418,35,93,100,27,137,133,EB_metricas.csv,10519.38,5794.0,2538.75,2186.63,2852,1100,1018,18.5,353,100,133,17.064846416382252,994,297,65.4,3976,1188,212,656,651,0.1650943396226415,0.14176829268292682,0.15360983102918588,0.033771178947794724,3.0
EB,1125,18:45,True,1586,29.9,65.1,18.0,16.9,46195,346,148,445,440,36,116,116,39,126,120,EB_metricas.csv,10750.38,6025.0,2538.75,2186.63,2929,1100,1018,18.75,372,116,120,19.078947368421055,1033,285,65.1,4132,1140,223,687,676,0.16143497757847533,0.16885007278020378,0.17159763313609466,0.013499377300492554,3.0
EB,1140,19:00,True,1654,29.8,65.8,17.6,16.6,47995,360,165,496,427,33,101,141,34,122,135,EB_metricas.csv,11008.38,6283.0,2538.75,2186.63,3015,1100,1018,19.0,357,141,135,22.274881516587676,1088,291,65.8,4352,1164,232,719,703,0.14224137931034483,0.1404728789986092,0.20056899004267426,0.08289977806188469,3.0
EB,1155,19:15,True,1721,29.7,65.9,17.5,16.6,49795,379,180,506,448,33,115,138,30,132,139,EB_metricas.csv,11248.38,6523.0,2538.75,2186.63,3095,1100,1018,19.25,376,138,139,21.133231240428792,1134,301,65.9,4536,1204,243,753,725,0.13580246913580246,0.15272244355909695,0.19034482758620688,0.0759320734672535,3.0
EB,1170,19:30,True,1789,28.8,66.5,18.7,14.8,51595,386,172,522,495,35,116,114,45,149,141,EB_metricas.csv,11452.38,6727.0,2538.75,2186.63,3163,1100,1018,19.5,420,114,141,16.88888888888889,1189,335,66.5,4756,1340,252,787,750,0.1388888888888889,0.1473951715374841,0.152,0.019943095197752687,3.0
EB,1185,19:45,True,1856,29.0,64.3,18.9,16.8,53395,395,167,531,495,45,135,132,49,157,145,EB_metricas.csv,11725.38,7000.0,2538.75,2186.63,3254,1100,1018,19.75,418,132,145,18.992805755395683,1193,351,64.3,4772,1404,261,823,772,0.1724137931034483,0.16403402187120292,0.17098445595854922,0.011009378935549948,3.0
EB,1200,20:00,True,1924,28.8,63.5,19.3,17.3,55195,405,170,553,498,45,145,142,52,161,158,EB_metricas.csv,11971.38,7246.0,2538.75,2186.63,3336,1100,1018,20.0,418,142,158,19.77715877437326,1221,371,63.5,4884,1484,267,859,798,0.16853932584269662,0.16880093131548313,0.17794486215538846,0.012168714575238493,3.0
EB,1215,20:15,False,1928,27.0,87.0,5.9,7.1,56995,0,162,727,789,59,71,7,47,62,4,EB_metricas.csv,11998.38,7264.0,2541.75,2192.63,3343,1101,1020,20.25,709,7,4,0.9722222222222222,1678,113,87.0,6712,452,268,860,800,0.22014925373134328,0.08255813953488372,0.00875,0.45249475166713804,0.0
EB,1230,20:30,False,1928,26.6,87.3,5.0,7.7,58795,0,169,735,780,60,75,13,39,50,7,EB_metricas.csv,12006.38,7266.0,2541.75,2198.63,3344,1101,1022,20.5,700,13,7,1.8055555555555554,1684,96,87.3,6736,384,268,860,800,0.22388059701492538,0.0872093023255814,0.01625,0.42286442407059593,0.0
EB,1245,20:45,False,1928,26.6,86.4,6.6,7.0,60595,0,171,715,780,53,71,10,44,74,10,EB_metricas.csv,12032.38,7280.0,2544.75,2207.63,3351,1102,1025,20.75,700,10,10,1.3888888888888888,1666,128,86.4,6664,512,268,860,800,0.19776119402985073,0.08255813953488372,0.0125,0.4217872542192061,0.0
EB,1260,21:00,False,1928,25.6,86.7,5.7,7.6,62395,0,171,719,782,54,82,11,43,59,7,EB_metricas.csv,12071.38,7286.0,2559.75,2225.63,3354,1107,1031,21.0,702,11,7,1.5277777777777777,1672,109,86.7,6688,436,268,860,800,0.20149253731343283,0.09534883720930233,0.01375,0.4029786459286453,0.0
EB,1275,21:15,False,1928,26.2,88.8,4.5,6.7,64195,0,166,756,790,64,60,5,38,44,5,EB_metricas.csv,12085.38,7294.0,2562.75,2228.63,3358,1108,1032,21.25,710,5,5,0.6944444444444444,1712,87,88.8,6848,348,268,860,800,0.23880597014925373,0.06976744186046512,0.00625,0.4924580177920494,0.0
EB,1290,21:30,False,1928,26.3,87.1,5.3,7.5,65995,0,168,727,785,57,76,12,43,57,3,EB_metricas.csv,12125.38,7310.0,2568.75,2246.63,3366,1110,1038,21.5,705,12,3,1.6666666666666667,1680,103,87.1,6720,412,268,860,800,0.2126865671641791,0.08837209302325581,0.015,0.4169828622887987,0.0
EB,1305,21:45,False,1928,26.6,86.8,6.0,7.2,67795,0,167,737,770,60,65,13,41,58,17,EB_metricas.csv,12166.38,7324.0,2577.75,2264.63,3373,1113,1044,21.75,690,13,17,1.8055555555555554,1674,116,86.8,6696,464,268,860,800,0.22388059701492538,0.0755813953488372,0.01625,0.43843883462767747,0.0
EB,1320,22:00,False,1928,27.0,88.2,5.1,6.7,69595,0,160,746,794,61,67,2,47,47,4,EB_metricas.csv,12194.38,7334.0,2583.75,2276.63,3378,1115,1048,22.0,714,2,4,0.2777777777777778,1700,98,88.2,6800,392,268,860,800,0.22761194029850745,0.07790697674418605,0.0025,0.4872253571519125,0.0
