escenario,minuto,es_hora_pico,velocidad_media_kmh_mean,velocidad_media_kmh_std,velocidad_media_kmh_min,velocidad_media_kmh_max,pct_ruta_directa_mean,pct_ruta_directa_std,pct_ruta_directa_min,pct_ruta_directa_max,pct_reroutean_mean,pct_reroutean_std,pct_reroutean_min,pct_reroutean_max,pct_metro_mean,pct_metro_std,pct_metro_min,pct_metro_max,modal_shift_acum_mean,modal_shift_acum_std,modal_shift_acum_min,modal_shift_acum_max,recaudacion_acum_usd_mean,recaudacion_acum_usd_std,recaudacion_acum_usd_min,recaudacion_acum_usd_max,directo_nse_bajo_corr_mean,directo_nse_bajo_corr_std,directo_nse_bajo_corr_min,directo_nse_bajo_corr_max,pct_metro_bajo_corr_mean,pct_metro_bajo_corr_std,pct_metro_bajo_corr_min,pct_metro_bajo_corr_max
EB,1005,False,31.9,,31.9,31.9,91.3,,91.3,91.3,8.5,,8.5,8.5,0.2,,0.2,0.2,33822.0,,33822,33822,6883.75,,6883.75,6883.75,376.0,,376,376,0.0,,0.0,0.0
EB,1020,True,31.1,,31.1,31.1,91.5,,91.5,91.5,8.3,,8.3,8.3,0.3,,0.3,0.3,34107.0,,34107,34107,6940.75,,6940.75,6940.75,377.0,,377,377,0.0,,0.0,0.0
EB,1035,True,31.7,,31.7,31.7,69.3,,69.3,69.3,15.6,,15.6,15.6,15.1,,15.1,15.1,35395.0,,35395,35395,8038.63,,8038.63,8038.63,267.0,,267,267,18.502202643171806,,18.502202643171806,18.502202643171806
EB,1050,True,31.2,,31.2,31.2,68.4,,68.4,68.4,15.9,,15.9,15.9,15.7,,15.7,15.7,37195.0,,37195,37195,9062.63,,9062.63,9062.63,282.0,,282,282,21.074380165289256,,21.074380165289256,21.074380165289256
EB,1065,True,30.7,,30.7,30.7,67.4,,67.4,67.4,17.9,,17.9,17.9,14.7,,14.7,14.7,38995.0,,38995,38995,9608.38,,9608.38,9608.38,314.0,,314,314,17.68172888015717,,17.68172888015717,17.68172888015717
EB,1080,True,31.9,,31.9,31.9,68.4,,68.4,68.4,17.3,,17.3,17.3,14.3,,14.3,14.3,40795.0,,40795,40795,9889.38,,9889.38,9889.38,322.0,,322,322,18.878504672897193,,18.878504672897193,18.878504672897193
EB,1095,True,30.4,,30.4,30.4,65.9,,65.9,65.9,18.2,,18.2,18.2,15.9,,15.9,15.9,42595.0,,42595,42595,10204.38,,10204.38,10204.38,328.0,,328,328,19.642857142857142,,19.642857142857142,19.642857142857142
EB,1110,True,30.6,,30.6,30.6,65.4,,65.4,65.4,19.6,,19.6,19.6,15.0,,15.0,15.0,44395.0,,44395,44395,10519.38,,10519.38,10519.38,353.0,,353,353,17.064846416382252,,17.064846416382252,17.064846416382252
EB,1125,True,29.9,,29.9,29.9,65.1,,65.1,65.1,18.0,,18.0,18.0,16.9,,16.9,16.9,46195.0,,46195,46195,10750.38,,10750.38,10750.38,372.0,,372,372,19.078947368421055,,19.078947368421055,19.078947368421055
EB,1140,True,29.8,,29.8,29.8,65.8,,65.8,65.8,17.6,,17.6,17.6,16.6,,16.6,16.6,47995.0,,47995,47995,11008.38,,11008.38,11008.38,357.0,,357,357,22.274881516587676,,22.274881516587676,22.274881516587676
EB,1155,True,29.7,,29.7,29.7,65.9,,65.9,65.9,17.5,,17.5,17.5,16.6,,16.6,16.6,49795.0,,49795,49795,11248.38,,11248.38,11248.38,376.0,,376,376,21.133231240428792,,21.133231240428792,21.133231240428792
EB,1170,True,28.8,,28.8,28.8,66.5,,66.5,66.5,18.7,,18.7,18.7,14.8,,14.8,14.8,51595.0,,51595,51595,11452.38,,11452.38,11452.38,420.0,,420,420,16.88888888888889,,16.88888888888889,16.88888888888889
EB,1185,True,29.0,,29.0,29.0,64.3,,64.3,64.3,18.9,,18.9,18.9,16.8,,16.8,16.8,53395.0,,53395,53395,11725.38,,11725.38,11725.38,418.0,,418,418,18.992805755395683,,18.992805755395683,18.992805755395683
EB,1200,True,28.8,,28.8,28.8,63.5,,63.5,63.5,19.3,,19.3,19.3,17.3,,17.3,17.3,55195.0,,55195,55195,11971.38,,11971.38,11971.38,418.0,,418,418,19.77715877437326,,19.77715877437326,19.77715877437326
EB,1215,False,27.0,,27.0,27.0,87.0,,87.0,87.0,5.9,,5.9,5.9,7.1,,7.1,7.1,56995.0,,56995,56995,11998.38,,11998.38,11998.38,709.0,,709,709,0.9722222222222222,,0.9722222222222222,0.9722222222222222
EB,1230,False,26.6,,26.6,26.6,87.3,,87.3,87.3,5.0,,5.0,5.0,7.7,,7.7,7.7,58795.0,,58795,58795,12006.38,,12006.38,12006.38,700.0,,700,700,1.8055555555555554,,1.8055555555555554,1.8055555555555554
EB,1245,False,26.6,,26.6,26.6,86.4,,86.4,86.4,6.6,,6.6,6.6,7.0,,7.0,7.0,60595.0,,60595,60595,12032.38,,12032.38,12032.38,700.0,,700,700,1.3888888888888888,,1.3888888888888888,1.3888888888888888
EB,1260,False,25.6,,25.6,25.6,86.7,,86.7,86.7,5.7,,5.7,5.7,7.6,,7.6,7.6,62395.0,,62395,62395,12071.38,,12071.38,12071.38,702.0,,702,702,1.5277777777777777,,1.5277777777777777,1.5277777777777777
EB,1275,False,26.2,,26.2,26.2,88.8,,88.8,88.8,4.5,,4.5,4.5,6.7,,6.7,6.7,64195.0,,64195,64195,12085.38,,12085.38,12085.38,710.0,,710,710,0.6944444444444444,,0.6944444444444444,0.6944444444444444
EB,1290,False,26.3,,26.3,26.3,87.1,,87.1,87.1,5.3,,5.3,5.3,7.5,,7.5,7.5,65995.0,,65995,65995,12125.38,,12125.38,12125.38,705.0,,705,705,1.6666666666666667,,1.6666666666666667,1.6666666666666667
EB,1305,False,26.6,,26.6,26.6,86.8,,86.8,86.8,6.0,,6.0,6.0,7.2,,7.2,7.2,67795.0,,67795,67795,12166.38,,12166.38,12166.38,690.0,,690,690,1.8055555555555554,,1.8055555555555554,1.8055555555555554
EB,1320,False,27.0,,27.0,27.0,88.2,,88.2,88.2,5.1,,5.1,5.1,6.7,,6.7,6.7,69595.0,,69595,69595,12194.38,,12194.38,12194.38,714.0,,714,714,0.2777777777777778,,0.2777777777777778,0.2777777777777778
